Saldos em Estoque,,,,,,,,,,,,
CODIGO,TP,GRUPO,DESCRICAO,U.M.,FL,ARMZ,SALDO EM ESTOQUE,EMPENHO PARA REQ/PV/RESERVA,ESTOQUE DISPONIVEL,VALOR EM ESTOQUE,VALOR EMPENHADO,DESCRICAO DO ARMAZEM
2030302030,MP,MP08,INDUTOR FIXO DE 2.2MH 10% 1KHZ&1V 0.12A 6O RAD-3MM/F7.5*11MM PTH (2030302030),UN,10102,1,"11.000,00",-,"11.000,00","1.202,30",-,ARMAZEM PADRAO
2030500021,MP,MP08,"BOBINA DE AUTOINDUCAO (INDUTOR) DE CHIP, 1.0MH 10% 100MA 14R 10.5*4.0*4.0 (2030500021) PTH",UN,10102,1,"16.000,00",-,"16.000,00","883,2",-,ARMAZEM PADRAO
2030900172,MP,MP08,BOBINA DE AUTOINDUCAO (INDUTOR) 80R/100MHZ 20R/10MHZ 3A 3.5*6.0MM (I03003-1) PTH (2030900172),UN,10102,1,"8.000,00",-,"8.000,00","150,40",-,ARMAZEM PADRAO
2040400161,MP,MP08,"DIODO EMISSOR DE LUZ R F5,1.35V,940NM (A01849) PTH (2040400161)",UN,10102,1,"127.200,00",-,"127.200,00","36.188,40",-,ARMAZEM PADRAO
2040500074,MP,MP08,FOTOTRANSISTOR F5 940 42UA 10UA 0.5-1.3V PTH (2040500074),UN,10102,1,"66.000,00",-,"66.000,00","9.636,00",-,ARMAZEM PADRAO
2040500150,MP,MP08,FOTOTRASISTOR F5 1.2V 940NM RAD-2.54MM 24±0.5MM PRETO PTH,UN,10102,1,"13.200,00",-,"13.200,00","2.357,52",-,ARMAZEM PADRAO
2040500160,MP,MP08,FOTOTRASISTOR F5 1.2V 940NM RAD-2.54MM 20±0.5MM PRETO PTH (2040500160),UN,10102,1,"2.000,00",-,"2.000,00","357,2",-,ARMAZEM PADRAO
2041101391,MP,MP08,LED 625NM 1800MCD 1.9V 20MA RAD-2.54MM 20±0.5MM BRANCO PTH (2041101391),UN,10102,1,"11.000,00",-,"11.000,00",671,-,ARMAZEM PADRAO
2041101411,MP,MP08,LED 625NM 1800MCD 1.9V 20MA RAD-2.54MM 3.6±0.5MM BRANCO PTH (2041101411),UN,10102,1,"1.000,00",-,"1.000,00","60,8",-,ARMAZEM PADRAO
2041101441,MP,MP08,LED 625NM 110MCD 1.9V 5MA RAD-2.54MM 3.6±0.5MM VERMELHO PTH (2041101441),UN,10102,1,"10.000,00",-,"10.000,00","624,00",-,ARMAZEM PADRAO
2050102281,MP,MP08,CI MICROCONTROLADOR 32 BITS PARA MONTAGEM SMD 2.8~5.5V 48.0KB 512.0KB LQFP100 RN8217(2050102281) SMT,UN,10102,1,"76.500,00",-,"76.500,00","512.343,45",-,ARMAZEM PADRAO
2050300861,MP,MP08,CIRCUITO INTEGRADO PARA MEDICAO DE ENERGIA ELETRICA TRIFASICA 3.3V 3 4 QFP44 (2050300861) SMT,UN,10102,1,"52.800,00",-,"52.800,00","328.431,84",-,ARMAZEM PADRAO
2050902711,MP,MP08,"CIRCUITO INTEGRADO ELETRONICO DO TIPO CHIPSET, MONTADO, PROPRIO PARA MONTAGEM POR INSERCAO PTH - 0.0MA TO220-5 (2050902",UN,10102,1,"65.000,00",-,"65.000,00","180.375,00",-,ARMAZEM PADRAO
2052300020,MP,MP08,CIRCUITO INTEGRADO DE DRIVER DE RELE PARA MONTAGEM SMD 4.5~24V 1.5A SOP-8 SMT (2052300020),UN,10102,1,"80.000,00",-,"80.000,00","48.624,00",-,ARMAZEM PADRAO
2052700180,MP,MP08,CIRCUITO INTEGRADO REGULADOR DE TENSAO LOW DROP-OUT LDO 2.7~36V 3.3V 2% 100MA SOT89 SMT (2052700180),UN,10102,1,"190.000,00",-,"190.000,00","33.269,00",-,ARMAZEM PADRAO
2060100092,MP,MP08,DIODO RETIFICADOR 1.1V 1000V 1A SMA-W (A01013-1) SMT (5000) (2060100092),UN,10102,1,"990.000,00",-,"990.000,00","29.700,00",-,ARMAZEM PADRAO
2060100171,MP,MP08,"DIODO 4.5V,4000V,0.2A,DO-41 (A01760) PTH (2060100171)",UN,10102,1,"108.000,00",-,"108.000,00","13.694,40",-,ARMAZEM PADRAO
2060501451,MP,MP08,DIODO ZENER BZT52C5V1 5.1V 6% 0.5W SOD123 SMT (2060501451),UN,10102,1,"6.000,00",-,"6.000,00",-,-,ARMAZEM PADRAO
2060501471,MP,MP08,DIODO ZENER SUPRESSOR DE TENSAO TRANSIENTE (TVS) 1W 15V 5% LT4744A1A SMA (2060501471) SMT,UN,10102,1,"15.000,00",-,"15.000,00",-,-,ARMAZEM PADRAO
2061300170,MP,MP08,"DISPOSITIVO SEMICONDUTOR TIPO TRANSISTOR (IGBT) 375W, 650V;150A 25?;75A 100?;±20V;4V;TO-247",UN,10102,8,400,-,400,"5.176,08",-,LIVOLTEK - WARRANTY
2061300280,MP,MP08,IGBT 230W650V 80A TO-247 (2061300280),UN,10102,8,800,-,800,"3.368,00",-,LIVOLTEK - WARRANTY
2061700040,MP,MP08,DIODO SIC 1.44V 60A 650V 1UA TO-247-3 (2061700040),UN,10102,8,400,-,400,"2.296,96",-,LIVOLTEK - WARRANTY
2062100020,MP,MP08,TRANSISTOR MOSFET NMOS 900V 4A 4.2R TO-220 PTH (2062100020),UN,10102,1,"11.000,00",-,"11.000,00","35.706,00",-,ARMAZEM PADRAO
2080900350,MP,MP09,DISPOSITIVO DE PROTECAO CONTRA SURTOS (DPS) 670V PV20K-670 34*26*14MM,UN,10102,7,"1.300,00",-,"1.300,00","10.130,12",-,LIVOLTEK - VENDAS
2080900350,MP,MP09,DISPOSITIVO DE PROTECAO CONTRA SURTOS (DPS) 670V PV20K-670 34*26*14MM,UN,10102,24,"1.300,00",-,"1.300,00","10.130,12",-,ESTOQUE EM TRANSITO
2090100041,MP,MP08,"CONECTOR FEMEA 1*4PIN,2.54MM,10.16*2.50*8.5 VERTICAL (G04052) PTH (2090100041)",UN,10102,1,"122.400,00",-,"122.400,00","11.689,20",-,ARMAZEM PADRAO
2090100411,MP,MP08,CONECTOR FEMEA 2*6PIN 2.54MM 8.5MM Y (2090100411) PTH,UN,10102,1,"112.400,00",-,"112.400,00","15.207,72",-,ARMAZEM PADRAO
2090103820,MP,MP08,"CONECTOR HEADER FEMEA PARA MONTAGEM PTH 2X17, ESPACAMENTO 2,54MM, PTH (2090103820)",UN,10102,1,"96.300,00",-,"96.300,00","52.300,53",-,ARMAZEM PADRAO
2090902871,MP,MP08,"CONECTOR TIPO BORNE PARA MONTAGEM PTH 1X7, ESPACAMENTO 5,08MM, RETO, 12A UL/15A IEC (2090902871)",UN,10102,1,"48.500,00",-,"48.500,00","101.209,80",-,ARMAZEM PADRAO
2100100171,MP,MP08,TRANSFORMADOR DE FREQUENCIA DE ENERGIA PE2809 03 230VAC 31X28X24MM (2100100171) PTH,UN,10102,1,"240.907,00",-,"240.907,00","791.018,13",-,ARMAZEM PADRAO
2100301112,MP,MP08,TRANSFORMADOR DE ALTA FREQUENCIA 90UH 0µH 2 4200V EE20 23*22*18.5MM PTH (2100301112),UN,10102,1,"118.800,00",-,"118.800,00","259.756,20",-,ARMAZEM PADRAO
2120302131,MP,MP08,LCD 3.3V 6COM 18SEG 26.0MM 18.3*54.3MM HTN (LND032-0) PTH (2120302131),UN,10102,1,"2.148,00",-,"2.148,00","6.526,05",-,ARMAZEM PADRAO
2120302645,MP,MP08,LCD 3.4V 4COM 17SEG 17MM 16X49.1MM (2120302645) PTH,UN,10102,1,"50.821,00",-,"50.821,00","109.692,05",-,ARMAZEM PADRAO
2120302761,MP,MP08,"LCD 3.4V,6COM,22SEG,13MM,18.80X62.75MM,HTN (LWS007-0) PTH (2120302761)",UN,10102,1,"18.423,00",-,"18.423,00","71.066,72",-,ARMAZEM PADRAO
2120303450,MP,MP08,LCD 3.3V 6COM 28SEG 17.5MM 22X64.25MM HTN PTH (2120303450),UN,10102,1,"18.917,00",-,"18.917,00","73.362,02",-,ARMAZEM PADRAO
2120303460,MP,MP08,LCD 3.3V 6COM 26SEG 17.5MM 22X52.4MM HTN (2120303460) PTH,UN,10102,1,"21.783,00",-,"21.783,00","74.547,96",-,ARMAZEM PADRAO
