CODIGO,TP,GRUPO,DESCRICAO,U.M.,FL,ARMZ, SALDO EM ESTOQUE , EMPENHO PARA REQ/PV/RESERVA , ESTOQUE DISPONIVEL ,VALOR EM ESTOQUE,VALOR EMPENHADO,DESCRICAO DO ARMAZEM,CÓDIGO TOP MANAGER,Armazém Dashboard,Categoria,Família,Nomenclatura
9121500218,RV,RV01,CABO FOTOVOLTAICO VERMELHO: 6MM2 COOPER + ESTANHADO,MT,10106,7,  1.552 ,  50 ,  1.502 ,"R$ 5.592,94","180,18",LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,KIT SOLAR - CABO,CABO FOTOVOLTAICO VERMELHO: 6MM2 COOPER + ESTANHADO
9121500219,RV,RV01,CABO FOTOVOLTAICO PRETO: 6MM2 COOPER + ESTANHADO,MT,10106,7,  1.027 ,  50 ,  977 ,"R$ 3.691,55","179,72",LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,KIT SOLAR - CABO,CABO FOTOVOLTAICO PRETO: 6MM2 COOPER + ESTANHADO
2160100240L,MP,MP08,CARREGADOR ECH10051 DE 250W PARA BATERIAS DE LITIO,UN,10106,7,  20 , - ,  20 ,"R$ 3.529,24",-,LIVOLTEK - VENDAS,,Manaus (Eletra),MATÉRIA-PRIMA,BATERIA - CARREGDOR,CARREGADOR ECH10051 DE 250W PARA BATERIAS DE LITIO
3012103830,MP,MP08,TERMINAL ELETRICO MC4 FEMEA,UN,10106,7,  987 , - ,  987 ,"R$ 1.855,95",-,LIVOLTEK - VENDAS,,Manaus (Eletra),,DIVERSOS,TERMINAL ELETRICO MC4 FEMEA
3012103860,MP,MP08,CONECTOR MC4 MACHO,UN,10106,7,  987 , - ,  987 ,"R$ 1.308,76",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,KIT SOLAR - CONECTOR,CONECTOR MC4 MACHO
3012103890,MP,MP08,CONECTOR MC4 FEMEA,UN,10106,7,  987 , - ,  987 ,"R$ 917,32",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,KIT SOLAR - CONECTOR,CONECTOR MC4 FEMEA
3012103900,MP,MP08,TERMINAL ELETRICO MC4 MACHO,UN,10106,7,  987 , - ,  987 ,"R$ 1.320,90",-,LIVOLTEK - VENDAS,,Manaus (Eletra),,DIVERSOS,TERMINAL ELETRICO MC4 MACHO
3028100149,MP,MP03,ALCA DE AJUSTE PLASTICA PARA CONJUNTO DE PROPULSAO,UN,10106,7,  20 , - ,  20 ,"R$ 97,61",-,LIVOLTEK - VENDAS,,Manaus (Eletra),,DIVERSOS,ALCA DE AJUSTE PLASTICA PARA CONJUNTO DE PROPULSAO
3028100290,MP,MP03,CONE DE NARIZ DE PLASTICO PARA PROPULSOR DE MOTOR DE BARCO,UN,10106,7,  5 , - ,  5 ,"R$ 65,20",-,LIVOLTEK - VENDAS,,Manaus (Eletra),,DIVERSOS,CONE DE NARIZ DE PLASTICO PARA PROPULSOR DE MOTOR DE BARCO
3028100310,MP,MP03,HELICE DE PLASTICO PARA MOTOR DE BARCO,UN,10106,7,  42 , - ,  42 ,"R$ 1.345,64",-,LIVOLTEK - VENDAS,,Manaus (Eletra),,DIVERSOS,HELICE DE PLASTICO PARA MOTOR DE BARCO
3028100409,MP,MP03,PLACA DE PRESSAO ESTANQUE PLASTICA PARA CONJUNTO DE PROPULSAO,UN,10106,7,  4 , - ,  4 ,"R$ 14,22",-,LIVOLTEK - VENDAS,,Manaus (Eletra),,DIVERSOS,PLACA DE PRESSAO ESTANQUE PLASTICA PARA CONJUNTO DE PROPULSAO
3030101750,MP,MP03,PARAFUSO SEXTAVADO M5X10 ACO INOX (3030101750),UN,10106,7,  35 , - ,  35 ,"R$ 3,24",-,LIVOLTEK - VENDAS,,Manaus (Eletra),,DIVERSOS,PARAFUSO SEXTAVADO M5X10 ACO INOX (3030101750)
3030903110,MP,MP03,PORCA AUTO-TRAVANTE DE ACO CARBONO COM ACABAMENTO ZINCADO TRIVALENTE,UN,10106,7,  12 , - ,  12 ,"R$ 1,75",-,LIVOLTEK - VENDAS,,Manaus (Eletra),,DIVERSOS,PORCA AUTO-TRAVANTE DE ACO CARBONO COM ACABAMENTO ZINCADO TRIVALENTE
3031702570,MP,MP03,PINO CILINDRICO ROSCADO DE ACO CARBONO COM ACABAMENTO ZINCADO TRIVALENTE,UN,10106,7,  4 , - ,  4 ,"R$ 8,13",-,LIVOLTEK - VENDAS,,Manaus (Eletra),,DIVERSOS,PINO CILINDRICO ROSCADO DE ACO CARBONO COM ACABAMENTO ZINCADO TRIVALENTE
3032702420,MP,MP03,PARAFUSO M6X20MM DE ACO CARBONO COM ACABAMENTO ZINCADO TRIVALENTE,UN,10106,7,  12 , - ,  12 ,"R$ 4,25",-,LIVOLTEK - VENDAS,,Manaus (Eletra),,DIVERSOS,PARAFUSO M6X20MM DE ACO CARBONO COM ACABAMENTO ZINCADO TRIVALENTE
3043500390,MP,MP03,BLOCO ANTICORROSAO METALICO DA HELICE DO PROPULSOR,UN,10106,7,  6 , - ,  6 ,"R$ 135,87",-,LIVOLTEK - VENDAS,,Manaus (Eletra),,DIVERSOS,BLOCO ANTICORROSAO METALICO DA HELICE DO PROPULSOR
3043500400,MP,MP03,BRACADEIRA METALICA DA HELICE DO PROPULSOR,UN,10106,7,  6 , - ,  6 ,"R$ 100,06",-,LIVOLTEK - VENDAS,,Manaus (Eletra),,DIVERSOS,BRACADEIRA METALICA DA HELICE DO PROPULSOR
3061901880,MP,MP03,HELICE MEDIA METALICA PARA PROPULSOR DE MOTOR DE BARCO,UN,10106,7,  6 , - ,  6 ,"R$ 231,97",-,LIVOLTEK - VENDAS,,Manaus (Eletra),,DIVERSOS,HELICE MEDIA METALICA PARA PROPULSOR DE MOTOR DE BARCO
3061901900,MP,MP03,CONE DE NARIZ METALICO PARA PROPULSOR DE MOTOR DE BARCO,UN,10106,7,  2 , - ,  2 ,"R$ 37,59",-,LIVOLTEK - VENDAS,,Manaus (Eletra),,DIVERSOS,CONE DE NARIZ METALICO PARA PROPULSOR DE MOTOR DE BARCO
3062000540,MP,MP03,BLOCO DE PRESSAO METALICO PARA PROPULSOR DE EMBARCACAO,UN,10106,7,  10 , - ,  10 ,"R$ 175,76",-,LIVOLTEK - VENDAS,,Manaus (Eletra),,DIVERSOS,BLOCO DE PRESSAO METALICO PARA PROPULSOR DE EMBARCACAO
3080104830,MP,MP05,EMPUNHADURA DE BORRACHA PARA FIXACAO DO PROPULSOR,UN,10106,7,  5 , - ,  5 ,"R$ 68,28",-,LIVOLTEK - VENDAS,,Manaus (Eletra),,DIVERSOS,EMPUNHADURA DE BORRACHA PARA FIXACAO DO PROPULSOR
3080702490,MP,MP04,VEDACAO DE BORRACHA PARA CONJUNTO DE PROPULSAO,UN,10106,7,  12 , - ,  12 ,"R$ 50,47",-,LIVOLTEK - VENDAS,,Manaus (Eletra),,DIVERSOS,VEDACAO DE BORRACHA PARA CONJUNTO DE PROPULSAO
3080902070,MP,MP04,ANEL DE VEDACAO DO CONE DE NARIZ DE BORRACHA (69*3.55),UN,10106,7,  10 , - ,  10 ,"R$ 28,51",-,LIVOLTEK - VENDAS,,Manaus (Eletra),,DIVERSOS,ANEL DE VEDACAO DO CONE DE NARIZ DE BORRACHA (69*3.55)
3080902100,MP,MP04,ANEL DE VEDACAO DO CONE DE NARIZ DE BORRACHA (92.5*3.55),UN,10106,7,  12 , - ,  12 ,"R$ 16,99",-,LIVOLTEK - VENDAS,,Manaus (Eletra),,DIVERSOS,ANEL DE VEDACAO DO CONE DE NARIZ DE BORRACHA (92.5*3.55)
3090510710,MP,MP06,CABO DE COMUNICACAO DA BATERIA COM PECAS DE CONEXAO,UN,10106,7,  4 , - ,  4 ,"R$ 122,56",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,DIVERSOS - CABO,CABO DE COMUNICACAO DA BATERIA COM PECAS DE CONEXAO
3090514600,MP,MP06,CABO DE ENERGIA DE 3 METROS COM PECAS DE CONEXAO,UN,10106,7,  2 , - ,  2 ,"R$ 636,56",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,DIVERSOS - CABO,CABO DE ENERGIA DE 3 METROS COM PECAS DE CONEXAO
3090514610,MP,MP06,CABO DE BACKUP DA BATERIA COM PECAS DE CONEXAO,UN,10106,7,  7 , - ,  7 ,"R$ 354,08",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,DIVERSOS - CABO,CABO DE BACKUP DA BATERIA COM PECAS DE CONEXAO
4010401450,MP,MP03,CARRINHO DE TRANSPORTE PARA MOTOR DE POPA,UN,10106,7,  1 , - ,  1 ,"R$ 498,18",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,MOTOR DE BARCO - CARRINHO,CARRINHO DE TRANSPORTE PARA MOTOR DE POPA
8040101110,RV,RV01,MODULO FOTOVOLTAICO 700WP BIFACIAL HJT RISEN (RSM132-8-700BHDG),UN,10106,7,  476 ,  15 ,  461 ,"R$ 219.407,54","6.914,10",LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,KIT SOLAR - PLACA SOLAR,MODULO FOTOVOLTAICO 700WP BIFACIAL HJT RISEN (RSM132-8-700BHDG)
9121290210,MP,MP03,"ESTRUTURA METALICA PARA TELHADO CERAMICO - PERFIL 2,40",UN,10106,7,  500 , - ,  500 ,"R$ 140.990,80",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,KIT SOLAR - TELHADO,"ESTRUTURA METALICA PARA TELHADO CERAMICO - PERFIL 2,40"
9191271060,RV,RV01,KIT TELHADO CERAMICO CCM-10 4 MODULOS STD.,UN,10106,7,  218 , - ,  218 ,"R$ 66.635,58",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,KIT SOLAR - TELHADO,KIT TELHADO CERAMICO CCM-10 4 MODULOS STD.
9191271061,RV,RV01,KIT TELHADO FIBROCIMENTO FIX MADE 200 MM 4 MODULOS STD,UN,10106,7,  2.185 , - ,  2.185 ,"R$ 540.612,26",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,KIT SOLAR - TELHADO,KIT TELHADO FIBROCIMENTO FIX MADE 200 MM 4 MODULOS STD
9191271062,RV,RV01,KIT TELHADO FIBROMETAL FIX MTL 250 MM 4 MODULOS STD,UN,10106,7,  414 , - ,  414 ,"R$ 104.996,69",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,KIT SOLAR - TELHADO,KIT TELHADO FIBROMETAL FIX MTL 250 MM 4 MODULOS STD
9191271063,RV,RV01,KIT MINI TRILHO BAIXO P-1 PARA 4 MODULOS 300 MM,UN,10106,7,  549 ,  4 ,  545 ,"R$ 50.919,37",371,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,KIT SOLAR - TELHADO,KIT MINI TRILHO BAIXO P-1 PARA 4 MODULOS 300 MM
9191271064,RV,RV01,TRIANGULO RETRATO TELESCOPIO 4 MODULOS 15° A 30° LAJE,UN,10106,7,  33 , - ,  33 ,"R$ 24.058,13",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,KIT SOLAR - TELHADO,TRIANGULO RETRATO TELESCOPIO 4 MODULOS 15° A 30° LAJE
9191271065,RV,RV01,KIT SOLO EASY LINE 4 MODULOS - 1134X2279,UN,10106,7,  865 , - ,  865 ,"R$ 497.095,86",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,KIT SOLAR - SOLO,KIT SOLO EASY LINE 4 MODULOS - 1134X2279
9192219832,RV,RV01,KIT TELHADO FIBROCIMENTO P/ MADEIRA METALLIGHT 4 MODULOS STD,UN,10106,7,  309 , - ,  309 ,"R$ 89.508,03",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,KIT SOLAR - TELHADO,KIT TELHADO FIBROCIMENTO P/ MADEIRA METALLIGHT 4 MODULOS STD
A0070230E11R11302,RV,RV01,CARREGADOR VEICULAR| LIVOLTEK | CA 7.3KW | ATOM | 230V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI | ETH | HARDWARE A21 | BO,UN,10106,7,  58 , - ,  58 ,"R$ 58.230,84",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,"CARREGADOR 7,3kW",CARREGADOR VEICULAR| LIVOLTEK | CA 7.3KW | ATOM | 230V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI | ETH | HARDWARE A21 | BO
A0070230E1EHR11002,RV,RV01,CARREGADOR VEICULAR | LIVOLTEK | CA 7.3KW | ACE | 230V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI | ETH | RFID,UN,10106,7,  5 , - ,  5 ,"R$ 12.717,57",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,"CARREGADOR 7,3kW",CARREGADOR VEICULAR | LIVOLTEK | CA 7.3KW | ACE | 230V | 32A | CABO 5M | 1XTIPO 2 | BT | WI-FI | ETH | RFID
AC1-AIOR11001,RV,RV01,CAIXA DE ALUMINIO FUNDIDO PARA ALOCACAO DE BATERIAS DE LITIO PARA USO EM INVERSORES FOTOVOLTAICOS,UN,10106,7,  1 , - ,  1 ,"R$ 557,91",-,LIVOLTEK - VENDAS,,Manaus (Eletra),MATÉRIA-PRIMA,DIVERSOS,CAIXA DE ALUMINIO FUNDIDO PARA ALOCACAO DE BATERIAS DE LITIO PARA USO EM INVERSORES FOTOVOLTAICOS
BLF-B5150R11001,MP,MP08,BATERIA DE LITIO BLF-B5150 COM PECAS DE CONEXAO,UN,10106,7,  5 , - ,  5 ,"R$ 23.179,26",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,BATERIA,BLF-B5150 COM PECAS DE CONEXAO
GT1-10KT2R11003,RV,RV01,INVERSORES PARA SISTEMAS FOTOVOLTAICOS ON-GRID GT1-10KT2R11003,UN,10106,7,  23 , - ,  23 ,"R$ 93.741,56",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,INVERSOR - GT1,GT1-10KT2R11003
GT1-10KT2R11004,RV,RV01,INVERSORES PARA SISTEMAS FOTOVOLTAICOS ON-GRID GT1 -10KT2R11004,UN,10106,7,  9 , - ,  9 ,"R$ 29.857,72",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,INVERSOR - GT1,GT1 -10KT2R11004
GT1-5KD1R11001,RV,RV01,INVERSOR ON-GRID LIVOLTEK GT1-5KD1,UN,10106,7,  17 , - ,  17 ,"R$ 43.936,04",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,INVERSOR - GT1,GT1-5KD1
GT1-6KD1R11001,RV,RV01,INVERSOR FOTOVOLTAICO MODELO GT1-6KD1,UN,10106,7,  6 , - ,  6 ,"R$ 17.489,53",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,INVERSOR - GT1,GT1-6KD1
GT1-7K5T2R11002,RV,RV01,INVERSOR ON-GRID MONOFASICO GT1-7K5T2R11002 (GT1-7K5T2R11002),UN,10106,7,  4 ,  1 ,  3 ,"R$ 11.379,86","2.844,97",LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,INVERSOR - GT1,GT1-7K5T2R11002
GT3-100K-1R11002,RV,RV01,INVERSOR ON-GRID TRIFASICO GT3 -100K-1 380V AFCI,UN,10106,7,  4 , - ,  4 ,"R$ 53.039,68",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,INVERSOR - GT3,GT3 -100K-1 380V AFCI
GT3-110K-1R11002,RV,RV01,INVERSOR ON-GRID TRIFASICO GT3 -110K-1 380V AFCI,UN,10106,7,  5 , - ,  5 ,"R$ 72.763,80",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,INVERSOR - GT3,GT3 -110K-1 380V AFCI
GT3-125K-1R11002,RV,RV01,INVERSOR ON-GRID TRIFASICO GT3 -125K-1 380V AFCI,UN,10106,7,  5 , - ,  5 ,"R$ 71.425,01",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,INVERSOR - GT3,GT3 -125K-1 380V AFCI
GT3-15KD1R11008,RV,RV01,INVERSORES PARA SISTEMAS FOTOVOLTAICOS GT3-15KD1R11008,UN,10106,7,  16 , - ,  16 ,"R$ 56.726,08",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,INVERSOR - GT3,GT3-15KD1R11008
GT3-20KL-TW11001,RV,RV01,INVERSOR ON-GRID TRIFASICO GT3 -20KL-T 220V (GT3-20KL-TW11001),UN,10106,7,  14 , - ,  14 ,"R$ 71.413,21",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,INVERSOR - GT3,GT3 -20KL-T 220V (GT3-20KL-TW11001)
GT3-20KTL1R11002,RV,RV01,INVERSOR TRIFASICO 220V ON-GRID GT3-20KTL1 AFCI,UN,10106,7,  8 , - ,  8 ,"R$ 36.365,14",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,INVERSOR - GT3,GT3-20KTL1 AFCI
GT3-25KL-TW11001,RV,RV01,INVERSOR ON-GRID TRIFASICO GT3 -25KL-T 220V (GT3-25KL-TW11001),UN,10106,7,  18 , - ,  18 ,"R$ 200.987,32",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,INVERSOR - GT3,GT3-25KL-TW11001
GT3-50KL11R11002,RV,RV01,INVERSOR ON-GRID TRIFASICO 50KW 220V 4 MPPT AFCI - GT3-50KL11,UN,10106,7,  2 , - ,  2 ,"R$ 24.221,83",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,INVERSOR - GT3,GT3-50KL11
GT3-60KL11R11002,RV,RV01,INVERSOR ON-GRID TRIFASICO 60KW 220V 6 MPPT AFCI - GT3-60KL11-2,UN,10106,7,  8 , - ,  8 ,"R$ 100.387,27",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,INVERSOR - GT3,GT3-60KL11-2
GT3-75KL11R11002,RV,RV01,INVERSOR ON-GRID TRIFASICO 75KW 220V 6 MPPT AFCI - GT3-75KL11-2,UN,10106,7,  9 , - ,  9 ,"R$ 112.520,40",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,INVERSOR - GT3,GT3-75KL11-2
HXCB10R02102,MP,MP07,DC STRING BOX HXCB10-2/2 1000V 40A WITHOUT MCB,UN,10106,7,  50 , - ,  50 ,"R$ 20.860,56",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,STRING BOX,DC STRING BOX HXCB10-2/2 1000V 40A WITHOUT MCB
HXCB10R02103,MP,MP07,DC STRING BOX HXCB06-1/1 600V 40A WITHOUT MCB,UN,10106,7,  49 , - ,  49 ,"R$ 10.212,69",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,STRING BOX,DC STRING BOX HXCB06-1/1 600V 40A WITHOUT MCB
HXCB10R02104,MP,MP07,DC STRING BOX HXCB06-2/2 600V 40A WITHOUT MCB,UN,10106,7,  89 , - ,  89 ,"R$ 32.761,56",-,LIVOLTEK - VENDAS,,Manaus (Eletra),PRODUTO,STRING BOX,DC STRING BOX HXCB06-2/2 600V 40A WITHOUT MCB
100978,,,"Bateria de Alta Tensão, modelo Lovoltek, tipo lítio com BMS, capacidade 45kWh",,MAO-LIV,7,  2 , - ,  2 ,"R$ 10.195,01",,,100978,Fábrica Livoltek,PRODUTO,BATERIA,"Bateria de Alta Tensão, modelo Lovoltek, tipo lítio com BMS, capacidade 45kWh"
103354,,,"CAIXA DE ALUMINIO PARA BATERIA DE LITIO HV 15kWh 307,2V BHF-S15",,MAO-LIV,7,  1 , - ,  1 ,"R$ 7.095,25",,,103354,Fábrica Livoltek,,BATERIA,"CAIXA DE ALUMINIO PARA BATERIA DE LITIO HV 15kWh 307,2V BHF-S15"
BLF-B5150,,,Carregador para bateria BLF-B5150,,MAO-LIV,7,  4 , - ,  4 ,"R$ 149,04",,,105990,Fábrica Livoltek,NÃO CADASTRADO,BATERIA,Carregador para bateria BLF-B5150
A0070230E1EHR11002,,,"CARREGADOR VE LIVOLTEK CA ACE 7,3KW 220VAC CABO 5M BLUETOOTH WI-FI(FC41D) ETHERNET CABO TIPO 2",,MAO-LIV,7,  540 , - ,  540 ,"R$ 1.571,88",,,105589,Fábrica Livoltek,PRODUTO,"CARREGADOR 7,3kW","CARREGADOR 7,3KW 220VAC CABO 5M BLUETOOTH WI-FI(FC41D) ETHERNET CABO TIPO 2"
M18010E2EYFIR11003,,,"Carregador veicular LIVOLTEK, MotionFast180KW, 150-1000Vdc,IEC Standard,CCS2/5M/300A/CCS2/5M/300A,",,MAO-LIV,7,  2 , - ,  2 ,"R$ 103.954,84",,,108190,Fábrica Livoltek,PRODUTO,CARREGADOR 180kW,"Carregador MotionFast180KW, 150-1000Vdc,IEC Standard,CCS2/5M/300A/CCS2/5M/300A,"
BHF-B51100R11101,,,CONTROLADOR BMS PARA BATERIA DE LITIO BHF-B51100R11101 (DUMMY),,MAO-LIV,7,  4 , - ,  4 ,"R$ 711,15",,,105005,Fábrica Livoltek,NÃO CADASTRADO,BATERIA - DUMMY,CONTROLADOR BMS PARA BATERIA DE LITIO BHF-B51100R11101 (DUMMY)
3061901200,,,Estrutura de aço galvanizado pintado de preto inferior 465*425*166.5 30619-GT110KT2-02 (3061901200),,MAO-LIV,7,  1 , - ,  1 ,"R$ 443,71",,,105383,Fábrica Livoltek,NÃO CADASTRADO,DIVERSOS,Estrutura de aço galvanizado pintado de preto inferior 465*425*166.5 30619-GT110KT2-02 (3061901200)
100801,,,Estrutura metálica para telhado cerâmico,,MAO-LIV,7,  445 , - ,  445 ,"R$ 317,11",,,100801,Fábrica Livoltek,PRODUTO,KIT SOLAR - TELHADO,Estrutura metálica para telhado cerâmico
GT1-6KD1,,,Inversor fotovoltaico modelo GT1-6KD1,,MAO-LIV,7,  2 , - ,  2 ,"R$ 2.532,82",,,95918,Fábrica Livoltek,NÃO CADASTRADO,INVERSOR - GT1,GT1-6KD1
GT1 4-6 KW,,,INVERSOR GT1 4-6 KW 220/230/240V IEC with Wi-Fi/ SPD II/CT/AC APS,,MAO-LIV,7,  65 , - ,  65 ,"R$ 1.484,40",,,106170,Fábrica Livoltek,NÃO CADASTRADO,INVERSOR - GT1,GT1 4-6 KW 220/230/240V IEC with Wi-Fi/ SPD II/CT/AC APS
7-10KW,,,INVERSOR GT1 7-10KW 220/230/240V IEC with Wi-Fi/ SPD II/CT/AC APS,,MAO-LIV,7,  838 , - ,  838 ,"R$ 5.080,91",,,106171,Fábrica Livoltek,NÃO CADASTRADO,INVERSOR - GT1,GT1 7-10KW 220/230/240V IEC with Wi-Fi/ SPD II/CT/AC APS
GT1-10KT2R11004,,,INVERSOR ON-GRID MONOFÁSICO 10KW 220V 3MPPT GT1-10KT2R11004,,MAO-LIV,7,  - , - ,  - ,"R$ 5.184,33",,,105396,Fábrica Livoltek,PRODUTO,INVERSOR - GT1,GT1-10KT2R11004
GT1-5KD2R11008,,,INVERSOR ON-GRID MONOFÁSICO 5kW 220V 2 MPPT GT1-5KD2R11008,,MAO-LIV,7,  - , - ,  - ,"R$ 1.117,82",,,104937,Fábrica Livoltek,PRODUTO,INVERSOR - GT1,GT1-5KD2R11008
GT1-6KD2R11008,,,INVERSOR ON-GRID MONOFÁSICO 6kW 220V 2 MPPT GT1-6KD2R11008,,MAO-LIV,7,  - , - ,  - ,"R$ 1.627,25",,,104938,Fábrica Livoltek,PRODUTO,INVERSOR - GT1,GT1-6KD2R11008
GT1-7K5T2R11002,,,"INVERSOR ON-GRID MONOFÁSICO 7,5KW 220V 3MPPT GT1-7K5T2R11002",,MAO-LIV,7,  - , - ,  - ,"R$ 4.767,61",,,105420,Fábrica Livoltek,PRODUTO,INVERSOR - GT1,GT1-7K5T2R11002
GT1-8KT2R11004,,,INVERSOR ON-GRID MONOFÁSICO 8KW 220V 3MPPT GT1-8KT2R11004,,MAO-LIV,7,  8 , - ,  8 ,"R$ 4.634,16",,,105604,Fábrica Livoltek,PRODUTO,INVERSOR - GT1,GT1-8KT2R11004
GT3-15KD1R11008,,,INVERSOR ON-GRID TRIFÁSICO 15kW 380V 2 MPPT GT3-15KD1R11008,,MAO-LIV,7,  26 , - ,  26 ,"R$ 5.765,48",,,105649,Fábrica Livoltek,PRODUTO,INVERSOR - GT3,GT3-15KD1R11008
GT3-20KD1R11008,,,INVERSOR ON-GRID TRIFÁSICO 20kW 380V 2 MPPT GT3-20KD1R11008,,MAO-LIV,7,  - , - ,  - ,"R$ 6.185,27",,,104926,Fábrica Livoltek,PRODUTO,INVERSOR - GT3,GT3-20KD1R11008
GT3-25KD1R11008,,,INVERSOR ON-GRID TRIFÁSICO 25kW 380V 2 MPPT GT3-25KD1R11008,,MAO-LIV,7,  - , - ,  - ,"R$ 5.916,06",,,105652,Fábrica Livoltek,PRODUTO,INVERSOR - GT3,GT3-25KD1R11008
EDP003l,,,"Motor de Popa, (Model: EDP003l, 3.0 kW 3.0 kW, DC 36~60 V, Dimensões (LXBXH): 423mmX288.5mmX1140mm",,MAO-LIV,7,  3 , - ,  3 ,"R$ 10.220,21",,,100981,Fábrica Livoltek,PRODUTO,MOTOR DE BARCO,"Motor de Popa, (Model: EDP003l, 3.0 kW 3.0 kW, DC 36~60 V, Dimensões (LXBXH): 423mmX288.5mmX1140mm"
GT3-20KD1R11008,,,Matéria-Prima - GT3-20KD1R11008,,MAO-LIV,7,  334 , - ,  334 ,,,,104926M,Fábrica Livoltek,MATÉRIA-PRIMA,INVERSOR - GT3,GT3-20KD1R11008 (MATÉRIA-PRIMA)
GT3-25KD1R11008,,,Matéria-Prima - GT3-25KD1R11008,,MAO-LIV,7,  220 , - ,  220 ,,,,105652M,Fábrica Livoltek,MATÉRIA-PRIMA,INVERSOR - GT3,GT3-25KD1R11008 (MATÉRIA-PRIMA)
GT3-15KD1R11008,,,Matéria-Prima - GT3-15KD1R11008,,MAO-LIV,7,  306 , - ,  306 ,,,,105649M,Fábrica Livoltek,MATÉRIA-PRIMA,INVERSOR - GT3,GT3-15KD1R11008 (MATÉRIA-PRIMA)
GT1 4-6 KW,,,Matéria-Prima - GT1 4-6 KW,,MAO-LIV,7,  119 , - ,  119 ,,,,106170M,Fábrica Livoltek,MATÉRIA-PRIMA,INVERSOR - GT1,GT1 4-6 KW (MATÉRIA-PRIMA)
A0070230E1EHR11002,,,Matéria-Prima - A0070230E1EHR11002,,MAO-LIV,7,  1.000 , - ,  1.000 ,,,,105589M,Fábrica Livoltek,MATÉRIA-PRIMA,"CARREGADOR 7,3kW",A0070230E1EHR11002 (MATÉRIA-PRIMA)
